From,Subject,Body,X-FileName,IsPhishing 
 53-rd  Direct'2007 <technical-department_ref-368tg@53.com>,The 53-rd Bank Direct Online Service Mail,"{'2007': 1, '53': 3, '53rd': 1, 'apologize': 1, 'bank': 2, 'begin': 1, 'carrying': 1, 'caused': 1, 'cbupdate': 1, 'clicking': 1, 'client': 1, 'collaboration': 1, 'com': 1, 'commercial': 2, 'copyright': 1, 'customer': 2, 'customers': 1, 'dear': 1, 'direct': 1, 'disregard': 1, 'division': 1, 'does': 1, 'fifth': 2, 'followed': 1, 'grateful': 1, 'http': 1, 'image': 1, 'instructions': 1, 'link': 1, 'login': 1, 'maintenance': 1, 'management': 2, 'notice': 1, 'problems': 1, 'procedure': 1, 'rd': 2, 'reserved': 1, 'rights': 1, 'scheduled': 1, 'sent': 1, 'site': 1, 'treasury': 2, 'update': 2, 'usa': 3, 'verify': 1, 'web': 1, 'wps69779lu': 1, 'www': 1}",None,1
 Fifth Third USA Direct 2007 <customer-support-ref_87mlz@53.com>,The 53rd USA Commercial E-mail Confirmation,"{'2007': 1, '53': 1, '53rd': 2, 'apologize': 1, 'appreciative': 1, 'bank': 3, 'caused': 1, 'cbupdate': 1, 'client': 1, 'collaboration': 1, 'com': 1, 'copyright': 1, 'dear': 1, 'direct': 2, 'disregard': 1, 'does': 1, 'fifth': 3, 'followed': 1, 'following': 1, 'http': 1, 'image': 1, 'instructions': 1, 'link': 1, 'login': 1, 'mail': 1, 'management': 1, 'open': 1, 'performing': 1, 'problems': 1, 'procedure': 1, 'reserved': 1, 'rights': 1, 'scheduled': 1, 'sent': 1, 'site': 1, 'technical': 1, 'treasury': 1, 'unit': 1, 'update': 2, 'usa': 4, 'user': 2, 'users': 1, 'verify': 1, 'web': 1, 'wps70235y': 1, 'www': 1}",None,1
PayPal Service <service@paypal.com>,Update your PayPal records,None,None,1
eBay <aw-confirm@eBay.com>,eBay Unpaid Item Reminder for Item #180010728265,None,None,1
BB&T <clientservice.ref177963801.cm@bbt.com>,Confirmation Required! (mess_id: AE451125399P),None,None,1
"""Banesto S.A."" <Banco@Banesto.es>",Urgentemente! La carta importante para el cliente del BANESTO.,None,None,1
"""Banesto S.A."" <Banco@Banesto.es>",Urgentemente! La carta importante para el cliente del BANESTO.,None,None,1
Sparkasse Online-Banking  '2007 <custsupport_ref-61csa@sparkasse.de>,Sparkasse Finanzportal  - Dringende Geheimmitteiling.            ref: 5195,None,None,1
Bank of America <service@bankofamerica.com>,Maintaining the trust of our customers !!!,None,None,1
"""Banesto S.A."" <servicio@banesto.es>",Banesto! Es muy importante y obligatorio a leer!,"{'activacion': 1, 'activar': 1, 'activáis': 1, 'acuse': 1, 'ahora': 1, 'apoyo': 1, 'automaticamente': 1, 'bancaria': 2, 'bancarias': 2, 'banco': 2, 'banesto': 2, 'base': 1, 'cada': 1, 'capacidad': 2, 'carta': 1, 'cartas': 1, 'cliente': 2, 'clientes': 1, 'complementarias': 1, 'completos': 1, 'comprensión': 1, 'comprobar': 1, 'corporativa': 1, 'correcta': 1, 'crédito': 1, 'cuenta': 5, 'cuentas': 1, 'datos': 2, 'defensa': 1, 'del': 4, 'derechos': 1, 'despues': 1, 'después': 1, 'detalles': 1, 'durante': 1, 'días': 1, 'ejecucion': 1, 'el': 3, 'empresas': 1, 'en': 1, 'es': 3, 'español': 1, 'esta': 3, 'estimado': 1, 'está': 1, 'frecuentes': 1, 'funcionaba': 1, 'función': 1, 'gracias': 1, 'hemos': 1, 'importante': 1, 'inestable': 1, 'instalaciones': 1, 'intermitencias': 1, 'introducir': 1, 'la': 8, 'las': 2, 'le': 1, 'leer': 1, 'los': 5, 'manda': 1, 'mantenimiento': 1, 'muy': 1, 'necesario': 1, 'notó': 1, 'nuestra': 1, 'nuestras': 1, 'nuestro': 2, 'nuevo': 2, 'obligatorio': 1, 'observaban': 1, 'operacion': 1, 'para': 2, 'particulares': 1, 'pasada': 1, 'pase': 2, 'pedimos': 1, 'pero': 1, 'personal': 1, 'por': 1, 'posibilidades': 1, 'posiblemente': 1, 'problema': 1, 'protección': 2, 'pudamos': 1, 'que': 2, 'reciban': 1, 'recibo': 1, 'referencia': 2, 'renovado': 1, 'renovar': 1, 'reservados': 1, 'respeto': 1, 'responderla': 1, 'resuelta': 1, 'se': 2, 'seguridad': 1, 'semana': 1, 'servicio': 1, 'si': 3, 'sistema': 2, 'sitio': 1, 'su': 2, 'sus': 1, 'tener': 1, 'tiene': 2, 'todos': 1, 'trabajo': 2, 'técnico': 1, 'una': 3, 'usted': 4, 'va': 1, 'www': 1}",None,1
eBay <member@ebay.com>,Happy Anniversay from eBay !,None,None,1
"""Banesto S.A."" <servicio@banesto.es>",Banesto! Es muy importante y obligatorio a leer!,"{'activacion': 1, 'activar': 1, 'activáis': 1, 'acuse': 1, 'ahora': 1, 'apoyo': 1, 'automaticamente': 1, 'bancaria': 2, 'bancarias': 2, 'banco': 2, 'banesto': 2, 'base': 1, 'cada': 1, 'capacidad': 2, 'carta': 1, 'cartas': 1, 'cliente': 2, 'clientes': 1, 'complementarias': 1, 'completos': 1, 'comprensión': 1, 'comprobar': 1, 'corporativa': 1, 'correcta': 1, 'crédito': 1, 'cuenta': 5, 'cuentas': 1, 'datos': 2, 'defensa': 1, 'del': 4, 'derechos': 1, 'despues': 1, 'después': 1, 'detalles': 1, 'durante': 1, 'días': 1, 'ejecucion': 1, 'el': 3, 'empresas': 1, 'en': 1, 'es': 3, 'español': 1, 'esta': 3, 'estimado': 1, 'está': 1, 'frecuentes': 1, 'funcionaba': 1, 'función': 1, 'gracias': 1, 'hemos': 1, 'importante': 1, 'inestable': 1, 'instalaciones': 1, 'intermitencias': 1, 'introducir': 1, 'la': 8, 'las': 2, 'le': 1, 'leer': 1, 'los': 5, 'manda': 1, 'mantenimiento': 1, 'muy': 1, 'necesario': 1, 'notó': 1, 'nuestra': 1, 'nuestras': 1, 'nuestro': 2, 'nuevo': 2, 'obligatorio': 1, 'observaban': 1, 'operacion': 1, 'para': 2, 'particulares': 1, 'pasada': 1, 'pase': 2, 'pedimos': 1, 'pero': 1, 'personal': 1, 'por': 1, 'posibilidades': 1, 'posiblemente': 1, 'problema': 1, 'protección': 2, 'pudamos': 1, 'que': 2, 'reciban': 1, 'recibo': 1, 'referencia': 2, 'renovado': 1, 'renovar': 1, 'reservados': 1, 'respeto': 1, 'responderla': 1, 'resuelta': 1, 'se': 2, 'seguridad': 1, 'semana': 1, 'servicio': 1, 'si': 3, 'sistema': 2, 'sitio': 1, 'su': 2, 'sus': 1, 'tener': 1, 'tiene': 2, 'todos': 1, 'trabajo': 2, 'técnico': 1, 'una': 3, 'usted': 4, 'va': 1, 'www': 1}",None,1
eBay <aw-confirm@eBay.com>,eBay Unpaid Item Reminder for Item #180010728265,None,None,1
eBay <support@ebay.com>,Messages in your eBay account,None,None,1
eBay Security Departament <security@ebay.com>,New Messages in your eBay account,None,None,1
"""eBay Inc."" <message@ebay.com>",New Messages in your eBay account,None,None,1
eBay <admin@ebay.com>,Messages in your eBay account,None,None,1
PayPal <service@paypal.com>,Resolution Center,None,None,1
"""Pay PaI. Inc."" <aw-tech@paypaI.com>",Get Verified!,None,None,1
Branch Banking and Trust <clientdepmnt.refN01389563106.cm@bbt.com>,confirm your online account details! (mess_id: 53591902114),None,None,1
Amazon Service <service101@amazon.com>,Please Update Your Profile - Personal Information Error,None,None,1
"""member: bkroad2000"" <member@ebay.com>",Question from item: 910131792514!,None,None,1
"""member: bkroad2000"" <member@ebay.com>",Question from item: 910131792514!,None,None,1
Wachovia Online Banking <onlinebanking@wachovia.com>,Upgrade Your Online Account Details ,None,None,1
Ebay <aw-confirm@ebay.com>,Question about payment for item: #4653560658 2003 Suzuki Quadsport Z400 ATV,None,None,1
Bank Of America Billing Center <service@bankofamerica.com>,Last Notice,None,None,1
 53-rd Bank USA Commercial'07 <operate_op-875jmt@53.com>,The Fifth Third Bank USA Commercial Banking Strongly Recommends       REF: 5319,"{'2007': 1, '53': 2, '53rd': 2, 'apologize': 1, 'arranged': 1, 'bank': 4, 'begin': 1, 'business': 1, 'caused': 1, 'cbupdate': 1, 'clicking': 1, 'com': 1, 'confirm': 1, 'copyright': 1, 'customer': 1, 'customers': 1, 'dear': 1, 'delete': 1, 'details': 1, 'direct': 5, 'does': 1, 'emailed': 1, 'fifth': 2, 'followed': 1, 'grateful': 1, 'help': 1, 'http': 1, 'image': 1, 'instructions': 1, 'line': 1, 'link': 1, 'member': 1, 'notice': 1, 'problems': 1, 'procedure': 1, 'rd': 1, 'reserved': 1, 'rights': 1, 'running': 1, 'subdivision': 1, 'technical': 1, 'upgrade': 1, 'usa': 3, 'user': 1, 'verification': 1, 'wps7291y': 1, 'www': 1}",None,1
"""service@paypal.com"" <service@paypal.com>",Account Review ,None,None,1
PayPal Service <service@paypal.com>,Update your PayPal records,None,None,1
Branch Banking and Trust <refnumber-id71813911030ib@bbt.com>,instructions for customer ,None,None,1
"""service.intl@paypal.com"" <service.intl@security.com>",You're Billing Information !,None,None,1
webin53@planet.nl,Western Union Fund Confirmation Needed.,"{'000': 1, '0044': 1, '00usd': 1, '03': 1, '153': 1, '1832': 1, '250': 1, '500': 1, '703': 1, '705': 1, '9023118308': 1, 'account': 1, 'address': 3, 'ago': 1, 'bank': 3, 'branch': 1, 'calling': 1, 'cash': 1, 'certified': 1, 'choose': 1, 'complete': 2, 'comply': 1, 'contacted': 1, 'convenience': 1, 'couple': 1, 'credited': 1, 'customer': 1, 'dear': 1, 'department': 1, 'directed': 2, 'directly': 1, 'draft': 1, 'email': 4, 'emailing': 1, 'file': 1, 'fund': 1, 'hours': 1, 'information': 2, 'instead': 1, 'issue': 1, 'ktu': 1, 'location': 1, 'lottery': 1, 'madam': 1, 'mail': 1, 'management': 1, 'maria': 1, 'money': 2, 'mrs': 1, 'mutual': 1, 'national': 1, 'nominated': 1, 'number': 1, 'office': 2, 'offices': 1, 'order': 2, 'owner': 1, 'payment': 1, 'payments': 1, 'problem': 1, 'received': 1, 'reference': 1, 'require': 1, 'requirements': 1, 'resolve': 1, 'rowe': 1, 'said': 1, 'send': 1, 'sincerely': 1, 'sir': 1, 'solicitors': 1, 'soon': 2, 'transaction': 1, 'transfer': 4, 'transfering': 1, 'uk': 3, 'unable': 1, 'union': 5, 'use': 1, 'verification': 1, 'western': 5, 'wired': 1}",None,1
eBay <aw-confirm@ebay.com>,Question about payment for item: #2070651641,None,None,1
eBay  <member@eBay.com>,Your account has been temporarily limited,None,None,1
eBay <message@eBay.com>,You're a Silver PowerSeller now!,None,None,1
BB&T <clientdepmnt.refG3593728531Q.cm@bbt.com>,BB&T Customer Service: Online Banking Form! (mess_id: of89738362),None,None,1
Branch Banking and Trust <cservice.refo17031777376.cm@bbt.com>,BB&T: official information! (message id: mv385437087f),None,None,1
service@paypal.com,New email address added to your account!,None,None,1
TransWest Credit Union <security@transwestcu.com>,"This credit card transaction will appear on your bill as ""PAYPAL INPHONIC*"".",None,None,1
Ebay <aw-confirm@ebay.com>,Question about payment for item: #4653560658 2003 Suzuki Quadsport Z400 ATV,None,None,1
PayPal <update@us-paypal.com>,Important Notice from PayPal Resolution Center,None,None,1
PayPal <service@paypal.com>,Resolution Center,"{'4r2f': 1, '838383': 1, '_blank': 1, '_login': 1, 'account': 2, 'adurl': 1, 'ai': 1, 'align': 4, 'avoid': 1, 'bin': 1, 'blocking': 1, 'br': 7, 'br3ycnqz5q': 1, 'center': 1, 'cgi': 1, 'cmd': 1, 'color': 1, 'com': 3, 'company': 1, 'ctgs': 1, 'department': 1, 'ebay': 1, 'face': 4, 'fmqwgjlkqaxgfkag4aedkeuifovd': 1, 'font': 8, 'fxbjgsiqlu0edsauehkarnhtwzau': 1, 'google': 1, 'href': 1, 'html': 3, 'http': 2, 'https': 1, 'iclk': 1, 'identity': 1, 'left': 4, 'located': 1, 'nbsp': 1, 'num': 1, 'p____8boagyqor_a8gbazuccapccqkcxu7nlqh0sz4': 1, 'pagead': 1, 'paypal': 3, 'paypl': 1, 'resolution': 1, 'review': 1, 'run_rc_lo': 1, 'sa': 1, 'sincerely': 1, 'size': 4, 'target': 1, 'verdana': 4, 'verify': 1, 'visit': 1, 'webscr': 1, 'www': 3, 'xbody': 1}",None,1
Branch Banking and Trust <custservice.refES48287476.cm@bbt.com>,BB&T: security alert!,None,None,1
PayPal <security@PayPal.com>,"This credit card transaction will appear on your bill as ""PAYPAL INPHONIC*"".",None,None,1
"""Amazon.com"" <promo-core@amazon.com>",Treat Mom to a MioPink Heart Rate Watch from Amazon.com,"{'10': 1, '1200': 2, '12th': 1, '1u': 1, '2007': 1, '2734': 1, '3375251': 1, '5443040': 1, '79': 1, '98144': 1, '99': 5, 'accurate': 1, 'address': 1, 'advanced': 5, 'amazon': 12, 'asin': 1, 'availability': 2, 'ave': 1, 'b000asdxni': 2, 'b000asdxns': 2, 'b000axabsi': 2, 'based': 1, 'best': 1, 'breast': 1, 'burn': 1, 'calculation': 2, 'calorie': 5, 'cancer': 1, 'change': 1, 'com': 12, 'customer': 1, 'day': 1, 'dear': 1, 'differ': 1, 'donate': 1, 'dp': 3, 'edition': 3, 'ekg': 1, 'eligible': 1, 'exclusive': 1, 'features': 5, 'field': 1, 'following': 1, 'foundation': 1, 'free': 1, 'function': 1, 'future': 1, 'gift': 1, 'gp': 1, 'gss': 1, 'heart': 6, 'hope': 1, 'http': 5, 'interested': 1, 'know': 1, 'komen': 1, 'line': 1, 'link': 1, 'mail': 1, 'mails': 1, 'message': 2, 'mio': 1, 'miopink': 9, 'monitor': 6, 'monkey': 1, 'mother': 1, 'newsletter': 1, 'node': 1, 'note': 2, 'occasion': 1, 'opt': 1, 'org': 1, 'oti4g79alcignqu2xlws0r5jcngzg0us1r3wjss': 1, 'outdoors': 1, 'pe_5443040_txt_1': 1, 'pe_5443040_txt_2': 1, 'pe_5443040_txt_3': 1, 'pe_5443040_txt_4': 1, 'perfect': 1, 'petite': 1, 'plus': 1, 'previous': 1, 'price': 1, 'prices': 2, 'product': 1, 'products': 1, 'purchase': 1, 'rate': 6, 'receive': 1, 'ref': 4, 'reference': 1, 'registered': 1, 'reserved': 1, 'retail': 1, 'rights': 1, 'sales': 1, 'saver': 1, 'seattle': 1, 'select': 3, 'sent': 2, 'shape': 2, 'shipping': 1, 'sort': 1, 'special': 6, 'sport': 1, 'sports': 2, 'strapless': 1, 'subject': 1, 'suite': 1, 'super': 1, 'susan': 1, 'thought': 1, 'time': 1, 'trademark': 1, 'useful': 1, 'user': 1, 'visit': 2, 'wa': 1, 'watch': 3, 'watches': 4, 'www': 5}",None,1
"""eBay. lnc."" <aw-tech@emaiI.ebay.com>",Question for item #250026510836 - Respond Now<,None,None,1
Trans West Credit Union <twcu@transwestcu.com>,$100 Survey!,None,None,1
PayPal <service@paypal.com>,Please Update Your Profile - Personal Information Error !,None,None,1
eBay Member lvchapin <member@ebay.com>,Question from eBay Member regarding Item #120108947826,None,None,1
Bank of America Service <service101@email-bankofamerica.com>,Please Update Your Profile - Personal Information Error,None,None,1
PayPal <service@paypal.com>,Please Update Your Profile - Personal Information Error !,None,None,1
"""notice@papypal.com"" <notice@papypal.com>",Account temporarily limited!,None,None,1
Bank of America Service <service101@email-bankofamerica.com>,Please Update Your Profile - Personal Information Error,None,None,1
The Fifth Third Bank Treasury Management '07 <customers_support_ref_020cb@53.com>,Fifth Third USA Business Urgent Notification  -   ID: 763,"{'2007': 1, '53': 3, 'apologize': 1, 'appreciative': 1, 'bank': 4, 'busupdate': 1, 'caused': 1, 'client': 2, 'com': 1, 'commercial': 2, 'confirmation': 1, 'copyright': 1, 'dear': 1, 'direct': 2, 'directives': 1, 'disregard': 1, 'does': 1, 'doing': 1, 'fifth': 3, 'followed': 1, 'help': 1, 'http': 1, 'image': 1, 'inconveniences': 1, 'link': 1, 'login': 1, 'maintenance': 1, 'notification': 1, 'open': 1, 'planned': 1, 'portal94781': 1, 'procedure': 1, 'rd': 2, 'reserved': 1, 'rights': 1, 'sent': 1, 'service': 1, 'unit': 1, 'upgrade': 1, 'usa': 3, 'user': 1, 'users': 1, 'verify': 1, 'visiting': 1, 'wps91014t': 1, 'www': 1}",None,1
"""eBay Inc."" <member@eBay.com>",FPA NOTICE: eBay Registration Suspension - User Agreement - Abusing eBay ,None,None,1
eBay <aw-confirm@ebay.com>,Question about payment for item: #2070651641,None,None,1
eBay <service@eBay.com>,You're a Silver PowerSeller now!,None,None,1
eBay Member 7maine <aw-confirm@ebay.com>,Question from eBay Member Regarding Item #2070651641,None,None,1
Fifth Third Bank <customers798653990915ver@security.53.com>,Fifth Third Bank - security notice,None,None,1
Bank of America Service <service101@email-bankofamerica.com>,Please Update Your Profile - Personal Information Error,None,None,1
Bank of America Service <service101@c17-ss-2-lb.cnet.com>,Please Update Your Profile - Personal Information Error,None,None,1
Branch Banking and Trust <cservice.refA2841177943KT.cm@bbt.com>,Important Security Notice!,None,None,1
Paypal <service@paypal.com>,Please restore your account access,None,None,1
PayPal <security@paypal.com>,New Security System !,None,None,1
Bank of America Service <service101@email-bankofamerica.com>,Please Update Your Profile - Personal Information Error,None,None,1
member@ebay.com,None,None,None,1
"""Banesto S.A."" <seguridad@banesto.es>",Urgentemente! La carta importante para el cliente del Banesto!,"{'aacute': 2, 'activ': 1, 'activacion': 1, 'activar': 1, 'acuse': 1, 'ahora': 1, 'apoyo': 1, 'automaticamente': 1, 'bancaria': 2, 'bancarias': 2, 'banco': 2, 'banesto': 2, 'base': 1, 'cada': 1, 'capacidad': 2, 'carta': 1, 'cartas': 1, 'cliente': 2, 'clientes': 1, 'cnico': 1, 'complementarias': 1, 'completos': 1, 'comprensi': 1, 'comprobar': 1, 'copy': 1, 'corporativa': 1, 'correcta': 1, 'cr': 1, 'cuenta': 5, 'cuentas': 1, 'datos': 2, 'defensa': 1, 'del': 4, 'derechos': 1, 'despu': 1, 'despues': 1, 'detalles': 1, 'dito': 1, 'durante': 1, 'eacute': 3, 'ejecucion': 1, 'el': 3, 'empresasesta': 1, 'en': 1, 'es': 3, 'espanol': 1, 'est': 1, 'esta': 2, 'estimado': 1, 'frecuentes': 1, 'funci': 1, 'funcionaba': 1, 'gracias': 1, 'hemos': 1, 'iacute': 1, 'iexcl': 1, 'importante': 1, 'inestable': 1, 'instalaciones': 1, 'intermitencias': 1, 'introducir': 1, 'la': 8, 'las': 2, 'le': 1, 'leer': 1, 'los': 5, 'manda': 1, 'mantenimiento': 1, 'muy': 1, 'necesario': 1, 'nuestra': 1, 'nuestras': 1, 'nuestro': 2, 'nuevo': 2, 'oacute': 5, 'obligatorio': 1, 'observaban': 1, 'operacion': 1, 'para': 2, 'particularessi': 1, 'pasada': 1, 'pase': 2, 'pedimos': 1, 'pero': 1, 'personal': 1, 'por': 1, 'posibilidades': 1, 'posiblemente': 1, 'problema': 1, 'protecci': 2, 'pudamos': 1, 'que': 2, 'reciban': 1, 'recibo': 1, 'referencia': 2, 'renovado': 1, 'renovar': 1, 'reservados': 1, 'respeto': 1, 'responderla': 1, 'resuelta': 1, 'se': 2, 'seguridad': 1, 'semana': 1, 'servicio': 1, 'si': 2, 'sistema': 2, 'sitio': 1, 'su': 2, 'sus': 1, 'tener': 1, 'tiene': 2, 'todos': 1, 'trabajo': 2, 'una': 3, 'usted': 4, 'va': 1, 'www': 1}",None,1
"""Banesto S.A."" <seguridad@banesto.es>",Urgentemente! La carta importante para el cliente del Banesto!,"{'aacute': 2, 'activ': 1, 'activacion': 1, 'activar': 1, 'acuse': 1, 'ahora': 1, 'apoyo': 1, 'automaticamente': 1, 'bancaria': 2, 'bancarias': 2, 'banco': 2, 'banesto': 2, 'base': 1, 'cada': 1, 'capacidad': 2, 'carta': 1, 'cartas': 1, 'cliente': 2, 'clientes': 1, 'cnico': 1, 'complementarias': 1, 'completos': 1, 'comprensi': 1, 'comprobar': 1, 'copy': 1, 'corporativa': 1, 'correcta': 1, 'cr': 1, 'cuenta': 5, 'cuentas': 1, 'datos': 2, 'defensa': 1, 'del': 4, 'derechos': 1, 'despu': 1, 'despues': 1, 'detalles': 1, 'dito': 1, 'durante': 1, 'eacute': 3, 'ejecucion': 1, 'el': 3, 'empresasesta': 1, 'en': 1, 'es': 3, 'espanol': 1, 'est': 1, 'esta': 2, 'estimado': 1, 'frecuentes': 1, 'funci': 1, 'funcionaba': 1, 'gracias': 1, 'hemos': 1, 'iacute': 1, 'iexcl': 1, 'importante': 1, 'inestable': 1, 'instalaciones': 1, 'intermitencias': 1, 'introducir': 1, 'la': 8, 'las': 2, 'le': 1, 'leer': 1, 'los': 5, 'manda': 1, 'mantenimiento': 1, 'muy': 1, 'necesario': 1, 'nuestra': 1, 'nuestras': 1, 'nuestro': 2, 'nuevo': 2, 'oacute': 5, 'obligatorio': 1, 'observaban': 1, 'operacion': 1, 'para': 2, 'particularessi': 1, 'pasada': 1, 'pase': 2, 'pedimos': 1, 'pero': 1, 'personal': 1, 'por': 1, 'posibilidades': 1, 'posiblemente': 1, 'problema': 1, 'protecci': 2, 'pudamos': 1, 'que': 2, 'reciban': 1, 'recibo': 1, 'referencia': 2, 'renovado': 1, 'renovar': 1, 'reservados': 1, 'respeto': 1, 'responderla': 1, 'resuelta': 1, 'se': 2, 'seguridad': 1, 'semana': 1, 'servicio': 1, 'si': 2, 'sistema': 2, 'sitio': 1, 'su': 2, 'sus': 1, 'tener': 1, 'tiene': 2, 'todos': 1, 'trabajo': 2, 'una': 3, 'usted': 4, 'va': 1, 'www': 1}",None,1
"""Banesto S.A."" <seguridad@banesto.es>",Es muy importante y obligatorio a leer!,"{'aacute': 2, 'activ': 1, 'activacion': 1, 'activar': 1, 'acuse': 1, 'ahora': 1, 'apoyo': 1, 'automaticamente': 1, 'bancaria': 2, 'bancarias': 2, 'banco': 2, 'banesto': 2, 'base': 1, 'cada': 1, 'capacidad': 2, 'carta': 1, 'cartas': 1, 'cliente': 2, 'clientes': 1, 'cnico': 1, 'complementarias': 1, 'completos': 1, 'comprensi': 1, 'comprobar': 1, 'copy': 1, 'corporativa': 1, 'correcta': 1, 'cr': 1, 'cuenta': 5, 'cuentas': 1, 'datos': 2, 'defensa': 1, 'del': 4, 'derechos': 1, 'despu': 1, 'despues': 1, 'detalles': 1, 'dito': 1, 'durante': 1, 'eacute': 3, 'ejecucion': 1, 'el': 3, 'empresasesta': 1, 'en': 1, 'es': 3, 'espanol': 1, 'est': 1, 'esta': 2, 'estimado': 1, 'frecuentes': 1, 'funci': 1, 'funcionaba': 1, 'gracias': 1, 'hemos': 1, 'iacute': 1, 'iexcl': 1, 'importante': 1, 'inestable': 1, 'instalaciones': 1, 'intermitencias': 1, 'introducir': 1, 'la': 8, 'las': 2, 'le': 1, 'leer': 1, 'los': 5, 'manda': 1, 'mantenimiento': 1, 'muy': 1, 'necesario': 1, 'nuestra': 1, 'nuestras': 1, 'nuestro': 2, 'nuevo': 2, 'oacute': 5, 'obligatorio': 1, 'observaban': 1, 'operacion': 1, 'para': 2, 'particularessi': 1, 'pasada': 1, 'pase': 2, 'pedimos': 1, 'pero': 1, 'personal': 1, 'por': 1, 'posibilidades': 1, 'posiblemente': 1, 'problema': 1, 'protecci': 2, 'pudamos': 1, 'que': 2, 'reciban': 1, 'recibo': 1, 'referencia': 2, 'renovado': 1, 'renovar': 1, 'reservados': 1, 'respeto': 1, 'responderla': 1, 'resuelta': 1, 'se': 2, 'seguridad': 1, 'semana': 1, 'servicio': 1, 'si': 2, 'sistema': 2, 'sitio': 1, 'su': 2, 'sus': 1, 'tener': 1, 'tiene': 2, 'todos': 1, 'trabajo': 2, 'una': 3, 'usted': 4, 'va': 1, 'www': 1}",None,1
"""Banesto S.A."" <seguridad@banesto.es>",Urgentemente! La carta importante para el cliente del Banesto!,"{'aacute': 2, 'activ': 1, 'activacion': 1, 'activar': 1, 'acuse': 1, 'ahora': 1, 'apoyo': 1, 'automaticamente': 1, 'bancaria': 2, 'bancarias': 2, 'banco': 2, 'banesto': 2, 'base': 1, 'cada': 1, 'capacidad': 2, 'carta': 1, 'cartas': 1, 'cliente': 2, 'clientes': 1, 'cnico': 1, 'complementarias': 1, 'completos': 1, 'comprensi': 1, 'comprobar': 1, 'copy': 1, 'corporativa': 1, 'correcta': 1, 'cr': 1, 'cuenta': 5, 'cuentas': 1, 'datos': 2, 'defensa': 1, 'del': 4, 'derechos': 1, 'despu': 1, 'despues': 1, 'detalles': 1, 'dito': 1, 'durante': 1, 'eacute': 3, 'ejecucion': 1, 'el': 3, 'empresasesta': 1, 'en': 1, 'es': 3, 'espanol': 1, 'est': 1, 'esta': 2, 'estimado': 1, 'frecuentes': 1, 'funci': 1, 'funcionaba': 1, 'gracias': 1, 'hemos': 1, 'iacute': 1, 'iexcl': 1, 'importante': 1, 'inestable': 1, 'instalaciones': 1, 'intermitencias': 1, 'introducir': 1, 'la': 8, 'las': 2, 'le': 1, 'leer': 1, 'los': 5, 'manda': 1, 'mantenimiento': 1, 'muy': 1, 'necesario': 1, 'nuestra': 1, 'nuestras': 1, 'nuestro': 2, 'nuevo': 2, 'oacute': 5, 'obligatorio': 1, 'observaban': 1, 'operacion': 1, 'para': 2, 'particularessi': 1, 'pasada': 1, 'pase': 2, 'pedimos': 1, 'pero': 1, 'personal': 1, 'por': 1, 'posibilidades': 1, 'posiblemente': 1, 'problema': 1, 'protecci': 2, 'pudamos': 1, 'que': 2, 'reciban': 1, 'recibo': 1, 'referencia': 2, 'renovado': 1, 'renovar': 1, 'reservados': 1, 'respeto': 1, 'responderla': 1, 'resuelta': 1, 'se': 2, 'seguridad': 1, 'semana': 1, 'servicio': 1, 'si': 2, 'sistema': 2, 'sitio': 1, 'su': 2, 'sus': 1, 'tener': 1, 'tiene': 2, 'todos': 1, 'trabajo': 2, 'una': 3, 'usted': 4, 'va': 1, 'www': 1}",None,1
PayPal <security@paypal.com>,New Security System !,None,None,1
eBay <UseTheYellowButton@ebay.com>,Question from member!,None,None,1
BB&T Customer Service <clientdepmnt.refp245741987.cm@bbt.com>,BB&T reminder: notification! (message id: iz88026537q),None,None,1
eBay <message@ebay.com>,Question about item - Respond now!,None,None,1
PayPal <service@paypal.com>,Please visit the resolution center,None,None,1
PayPal <service@paypal.com>,Account Information Update,None,None,1
Branch Banking and Trust <clientservice.ref10188240.cm@bbt.com>,BB&T customer service: instructions for customer!,None,None,1
service@paypal.com,New email address added to your account!,None,None,1
BB&T <clientservice.refTP77566297111UU.cm@bbt.com>,BB&T: important information!,None,None,1
PayPal <service@paypal.com>,Resolution center,None,None,1
Bank of America Service <service101@email-bankofamerica.com>,Please Update Your Profile - Personal Information Error,None,None,1
"""service@paypal.com"" <service@paypal.com>",Please restore your account access,None,None,1
Bank Of America <accounts@bankofamerica.com>,regarding your account.,None,None,1
"""paypal.com"" <service@paypal.com>",Unauthorized access to your PayPal account!,None,None,1
"""service@paypal.com"" <service@paypal.com>",Please restore your account access,None,None,1
"""eBay.lnc"" <aw-support@ebay.com>",>Question for item #250026510836 - Respond Now<,None,None,1
Ebay <aw-confirm@ebay.com>,eBay Unpaid Item Mutual Agreement for Item #2070651641 - Response Required,None,None,1
PayPal <service@paypal.com>,Account Information Update,None,None,1
